model	cluster_id	bincode	name	nannot_sources	nspecies
Pp1s112_175V6.1	5619	10.8.1	cell wall.pectin*esterases.PME	1	1
Pp1s118_31V6.1	5619	10.8.1	cell wall.pectin*esterases.PME	1	1
Pp1s129_155V6.1	8749	10.8.1	cell wall.pectin*esterases.PME	1	1
Pp1s14_353V6.1	8749	10.8.1	cell wall.pectin*esterases.PME	1	1
Pp1s26_42V6.1	9358	10.8.1	cell wall.pectin*esterases.PME	2	1
Pp1s33_21V6.1	9358	10.8.1	cell wall.pectin*esterases.PME	2	1
Pp1s325_49V6.1	9799	10.8.1	cell wall.pectin*esterases.PME	1	1
Pp1s35_24V6.1	9799	10.8.1	cell wall.pectin*esterases.PME	1	1
Pp1s227_9V6.1	11929	10.8.1	cell wall.pectin*esterases.PME	1	1
Pp1s136_116V6.1	847	10.8.99	cell wall.pectin*esterases.misc	1	1
Pp1s29_318V6.1	1290	10.8.99	cell wall.pectin*esterases.misc	4	1
Pp1s76_125V6.1	1290	10.8.99	cell wall.pectin*esterases.misc	4	1
Pp1s216_42V6.1	4469	10.8.99	cell wall.pectin*esterases.misc	1	1
Pp1s382_22V6.1	4469	10.8.99	cell wall.pectin*esterases.misc	1	1
Pp1s33_287V6.1	5936	11.10.1	lipid metabolism.glycolipid synthesis.MGDG synthase	2	1
Pp1s20_66V6.1	5936	11.10.1	lipid metabolism.glycolipid synthesis.MGDG synthase	2	1
Pp1s123_79V6.1	532	11.10.2	lipid metabolism.glycolipid synthesis.DGDG synthase	4	2
Pp1s49_91V6.1	532	11.10.2	lipid metabolism.glycolipid synthesis.DGDG synthase	4	2
Pp1s152_62V6.1	532	11.10.2	lipid metabolism.glycolipid synthesis.DGDG synthase	4	2
Pp1s136_42V6.1	532	11.10.2	lipid metabolism.glycolipid synthesis.DGDG synthase	4	2
Pp1s58_251V6.1	4022	11.10.3	lipid metabolism.glycolipid synthesis.UDP-sulfoquinovose synthase	2	2
Pp1s24_194V6.1	2319	11.10.4	lipid metabolism.glycolipid synthesis.sulfolipid synthase	3	2
Pp1s83_95V6.1	2319	11.10.4	lipid metabolism.glycolipid synthesis.sulfolipid synthase	3	2
Pp1s463_10V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s51_303V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s256_10V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s76_196V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s463_11V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s52_157V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s27_97V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s51_305V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s12_390V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s1_625V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s1_629V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s13_200V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s177_13V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s182_81V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s186_25V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s186_25V6.2	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s186_26V6.2	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s186_26V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s19_13V6.2	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s19_13V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s1_21V6.1	218	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	14	2
Pp1s84_283V6.1	1911	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s171_107V6.3	1911	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s214_66V6.2	1911	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s171_107V6.1	1911	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s214_66V6.3	1911	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s214_66V6.1	1911	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s155_36V6.1	2642	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	4	2
Pp1s472_15V6.1	2642	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	4	2
Pp1s155_34V6.1	2642	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	4	2
Pp1s472_14V6.1	2642	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	4	2
Pp1s113_77V6.1	4036	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s54_55V6.1	4036	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s58_244V6.1	4036	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s102_151V6.1	4746	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	2	2
Pp1s628_3V6.1	4746	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	2	2
Pp1s6_313V6.1	4746	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	2	2
Pp1s6_312V6.2	4746	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	2	2
Pp1s6_312V6.1	4746	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	2	2
Pp1s628_7V6.1	4746	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	2	2
Pp1s215_109V6.3	5999	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s215_109V6.1	5999	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s215_109V6.2	5999	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s28_319V6.1	6344	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s28_315V6.1	6344	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s254_3V6.2	8580	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s254_3V6.1	8580	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	1	1
Pp1s158_40V6.1	1797	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	1
Pp1s13_171V6.1	1797	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	1
Pp1s54_77V6.1	2627	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	2
Pp1s15_270V6.1	2627	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	2
Pp1s15_270V6.2	2627	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	2
Pp1s8_166V6.1	3787	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	2
Pp1s18_23V6.1	3787	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	2
Pp1s8_168V6.1	3787	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	2
Pp1s45_62V6.1	4425	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	2
Pp1s61_124V6.1	4425	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	2
Pp1s195_15V6.1	4425	11.1.1	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation	3	2
Pp1s66_69V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s34_294V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s89_117V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s245_24V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s8_88V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s268_29V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s55_246V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s21_102V6.3	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s7_269V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s35_53V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s118_54V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s21_102V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s21_102V6.2	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s28_28V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s30_335V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s34_294V6.2	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s287_6V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s416_17V6.1	61	11.1.10	lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase	6	2
Pp1s118_54V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s245_24V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s89_117V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s28_28V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s7_269V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s34_294V6.2	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s55_246V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s21_102V6.3	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s66_69V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s35_53V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s8_88V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s21_102V6.2	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s268_29V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s287_6V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s416_17V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s30_335V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s21_102V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s34_294V6.1	61	11.1.11	lipid metabolism.FA synthesis and FA elongation.fatty acid elongase	4	1
Pp1s69_154V6.1	322	11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein	6	2
Pp1s468_18V6.1	322	11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein	6	2
Pp1s468_3V6.1	322	11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein	6	2
Pp1s9_288V6.3	1073	11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein	3	2
Pp1s49_175V6.1	1073	11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein	3	2
Pp1s9_288V6.2	1073	11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein	3	2
Pp1s49_175V6.2	1073	11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein	3	2
Pp1s9_288V6.1	1073	11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein	3	2
Pp1s73_15V6.1	1073	11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein	3	2
Pp1s48_92V6.1	2163	11.1.13	lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein	4	2
Pp1s68_32V6.1	2163	11.1.13	lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein	4	2
Pp1s36_294V6.1	3464	11.1.13	lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein	1	1
Pp1s7_333V6.1	3464	11.1.13	lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein	1	1
Pp1s326_16V6.1	3823	11.1.13	lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein	2	1
Pp1s81_188V6.2	3823	11.1.13	lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein	2	1
Pp1s81_188V6.3	3823	11.1.13	lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein	2	1
Pp1s81_188V6.1	3823	11.1.13	lipid metabolism.FA synthesis and FA elongation.acyl-CoA binding protein	2	1
Pp1s354_37V6.2	543	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	5	1
Pp1s146_17V6.2	543	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	5	1
Pp1s354_37V6.1	543	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	5	1
Pp1s146_17V6.3	543	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	5	1
Pp1s146_17V6.1	543	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	5	1
Pp1s157_50V6.1	543	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	5	1
Pp1s181_115V6.1	543	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	5	1
Pp1s34_403V6.2	6352	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	1	1
Pp1s58_278V6.1	6352	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	1	1
Pp1s34_403V6.3	6352	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	1	1
Pp1s34_403V6.1	6352	11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase	1	1
Pp1s60_65V6.1	1815	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s25_66V6.1	1815	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s25_66V6.2	1815	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s306_84V6.1	1815	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s421_3V6.1	1815	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s27_263V6.1	2568	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s54_167V6.1	2628	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s41_264V6.1	2628	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s54_166V6.1	2628	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s15_409V6.1	2628	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s75_141V6.1	2873	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s11_39V6.1	2873	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s61_321V6.1	2873	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s11_39V6.2	2873	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s63_71V6.1	2873	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s135_79V6.1	2873	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	2
Pp1s221_76V6.1	2937	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s101_95V6.3	2937	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s455_8V6.2	2937	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s101_95V6.2	2937	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s221_76V6.3	2937	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s101_95V6.1	2937	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s455_8V6.1	2937	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s101_95V6.4	2937	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s221_76V6.2	2937	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s185_110V6.1	3097	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s71_61V6.1	3097	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s185_111V6.1	3097	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s71_77V6.1	3097	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s13_430V6.1	3756	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s307_12V6.1	3817	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s116_110V6.1	3817	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s249_53V6.1	3817	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s31_66V6.1	3817	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s31_66V6.2	3817	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s54_216V6.3	4111	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s54_216V6.1	4111	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s54_216V6.2	4111	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s311_70V6.2	4163	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s80_16V6.1	4163	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s311_70V6.1	4163	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s41_281V6.1	4282	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	4	2
Pp1s22_380V6.2	4405	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s22_380V6.1	4405	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s30_39V6.1	4653	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s30_39V6.2	4653	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s265_33V6.1	4928	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s355_8V6.1	5402	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s59_73V6.1	5463	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s88_182V6.1	5652	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	3	1
Pp1s131_184V6.1	5748	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s241_86V6.2	6005	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s241_86V6.1	6005	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s212_55V6.1	6622	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s12_176V6.1	6776	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s33_127V6.2	6776	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s12_176V6.2	6776	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s33_127V6.1	6776	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s212_61V6.1	7013	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s27_266V6.1	8156	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s2168_2V6.1	8157	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s190_104V6.1	8692	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	2	2
Pp1s6_202V6.1	11413	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s2377_1V6.1	13303	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	1	1
Pp1s40_304V6.1	2721	11.1.2	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Transacylase	4	2
Pp1s40_304V6.2	2721	11.1.2	lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Transacylase	4	2
Pp1s38_61V6.1	8053	11.1.20	lipid metabolism.FA synthesis and FA elongation.MCD	2	1
Pp1s43_234V6.2	4297	1.1.1.3	PS.lightreaction.photosystem II.biogenesis	1	1
Pp1s43_234V6.1	4297	1.1.1.3	PS.lightreaction.photosystem II.biogenesis	1	1
Pp1s56_233V6.1	1452	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	2	1
Pp1s201_89V6.1	1452	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	2	1
Pp1s52_45V6.1	1452	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	2	1
Pp1s52_45V6.2	1452	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	2	1
Pp1s159_47V6.1	2049	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	3	2
Pp1s60_261V6.1	2049	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	3	2
Pp1s107_1V6.1	2049	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	3	2
Pp1s60_261V6.2	2049	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	3	2
Pp1s108_176V6.1	2049	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	3	2
Pp1s60_261V6.3	2049	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	3	2
Pp1s11_305V6.1	5486	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	2	1
Pp1s87_63V6.1	5486	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	2	1
Pp1s119_22V6.2	5486	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	2	1
Pp1s119_22V6.1	5486	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	2	1
Pp1s107_54V6.1	7048	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	2	2
Pp1s35_94V6.1	1784	11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	1	1
Pp1s112_186V6.1	1784	11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	1	1
Pp1s352_68V6.1	1784	11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	1	1
Pp1s223_50V6.1	1891	11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	1	1
Pp1s351_30V6.1	1891	11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	1	1
Pp1s291_55V6.1	1891	11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	1	1
Pp1s101_170V6.2	2252	11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	2	2
Pp1s101_170V6.3	2252	11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	2	2
Pp1s101_170V6.1	2252	11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	2	2
Pp1s134_89V6.1	2252	11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	2	2
Pp1s41_68V6.1	797	1.1.1.4	PS.lightreaction.photosystem II.LHC biogenesis	1	1
Pp1s103_65V6.1	797	1.1.1.4	PS.lightreaction.photosystem II.LHC biogenesis	1	1
Pp1s64_4V6.1	797	1.1.1.4	PS.lightreaction.photosystem II.LHC biogenesis	1	1
Pp1s64_4V6.2	797	1.1.1.4	PS.lightreaction.photosystem II.LHC biogenesis	1	1
Pp1s109_238V6.1	2795	11.1.4	lipid metabolism.FA synthesis and FA elongation.ACP oxoacyl reductase	1	1
Pp1s33_206V6.3	2795	11.1.4	lipid metabolism.FA synthesis and FA elongation.ACP oxoacyl reductase	1	1
Pp1s109_238V6.2	2795	11.1.4	lipid metabolism.FA synthesis and FA elongation.ACP oxoacyl reductase	1	1
Pp1s33_206V6.2	2795	11.1.4	lipid metabolism.FA synthesis and FA elongation.ACP oxoacyl reductase	1	1
Pp1s33_206V6.1	2795	11.1.4	lipid metabolism.FA synthesis and FA elongation.ACP oxoacyl reductase	1	1
Pp1s137_144V6.1	2946	11.1.5	lipid metabolism.FA synthesis and FA elongation.beta hydroxyacyl ACP dehydratase	2	1
Pp1s196_99V6.1	2946	11.1.5	lipid metabolism.FA synthesis and FA elongation.beta hydroxyacyl ACP dehydratase	2	1
Pp1s79_167V6.1	2946	11.1.5	lipid metabolism.FA synthesis and FA elongation.beta hydroxyacyl ACP dehydratase	2	1
Pp1s29_256V6.2	1570	11.1.6	lipid metabolism.FA synthesis and FA elongation.enoyl ACP reductase	2	1
Pp1s99_59V6.2	1570	11.1.6	lipid metabolism.FA synthesis and FA elongation.enoyl ACP reductase	2	1
