accession	annotator_id	csid	date	value	source
Pp1s322_17V6.1	student	174	2010-07-14 00:27:45	ppr_20	cosmoss|V1.2-5_mapping_Phypa_457365
Pp1s323_82V6.3	oesterle	309	2012-04-13 12:22:00	gh3-1
Pp1s325_11V6.1	student	109,108,113	2010-07-06 15:02:58	expa6	cosmoss|V1.2-5_mapping_Phypa_457494
Pp1s325_68V6.1	cosmoss	362,361	2009-06-30 12:44:34	cca1a	cosmoss|V1.2-5_mapping_Phypa_9003
Pp1s326_48V6.1	cosmoss		2009-06-30 12:46:15	abci17	cosmoss|V1.2-5_mapping_Phypa_151020
Pp1s327_27V6.1	cosmoss	139	2009-06-30 12:48:37	phy2	cosmoss|V1.2-5_mapping_Phypa_225644
Pp1s328_44V6.1	oesterle	322	2012-08-24 17:35:52	prfb
Pp1s32_25V6.1	cosmoss		2009-06-30 12:40:56	arfb1b2	cosmoss|V1.2-5_mapping_Phypa_161356
Pp1s32_43V6.1	cosmoss		2009-06-30 12:46:31	pinc	cosmoss|V1.2-5_mapping_Phypa_71313
Pp1s330_18V6.1	cosmoss		2009-06-30 12:40:40	abcg6	cosmoss|V1.2-5_mapping_Phypa_151127
Pp1s332_37V6.1	cosmoss		2009-06-30 12:51:03	abcb10	cosmoss|V1.2-5_mapping_Phypa_225750
Pp1s333_54V6.1	cosmoss		2009-06-30 12:36:03	nff1501	cosmoss|V1.2-5_mapping_Phypa_97731
Pp1s334_32V6.1	cosmoss		2009-06-30 12:38:25	cyp701b1	cosmoss|V1.2-5_mapping_Phypa_151293
Pp1s335_80V6.1	cosmoss		2009-06-30 12:48:37	sga1501	cosmoss|V1.2-5_mapping_Phypa_198670
Pp1s336_8V6.1	cosmoss		2009-06-30 12:40:40	rabc11	cosmoss|V1.2-5_mapping_Phypa_172198
Pp1s337_17V6.1	cosmoss		2009-06-30 12:47:53	abcg28	cosmoss|V1.2-5_mapping_Phypa_151478
Pp1s337_21V6.1	student	207	2010-08-13 13:32:56	act1	cosmoss|V1.2-5_mapping_Phypa_198730
Pp1s337_21V6.2	student	207	2010-08-13 13:32:56	act1	cosmoss|V1.2-5_mapping_Phypa_198730
Pp1s338_12V6.1	cosmoss		2009-06-30 12:48:37	abcb12	cosmoss|V1.2-5_mapping_Phypa_198750
Pp1s338_32V6.1	cosmoss		2009-06-30 12:39:09	chr1521	cosmoss|V1.2-5_mapping_Phypa_172248
Pp1s338_33V6.1	cosmoss		2009-06-30 12:39:09	chr1521	cosmoss|V1.2-5_mapping_Phypa_172248
Pp1s338_52V6.1	student	126	2010-07-11 16:14:37	glp6 	cosmoss|V1.2-5_mapping_Phypa_457980
Pp1s338_9V6.1	cosmoss		2009-06-30 12:36:03	pafb1501	cosmoss|V1.2-5_mapping_Phypa_97917
Pp1s339_42V6.1	lang		2012-03-14 17:09:51	arf3-2b
Pp1s339_47V6.1	lang		2012-03-14 17:08:41	arf3-2a
Pp1s339_68V6.1	cosmoss		2009-06-30 12:40:41	abp1	cosmoss|V1.2-5_mapping_Phypa_151546
Pp1s33_210V6.1	cosmoss		2009-06-30 12:48:07	glp4	cosmoss|V1.2-5_mapping_Phypa_120463
Pp1s33_251V6.1	student	113	2010-07-07 20:17:20	expa5	cosmoss|V1.2-5_mapping_Phypa_430371
Pp1s33_329V6.1	cosmoss		2009-06-30 12:44:51	chr1512	cosmoss|V1.2-5_mapping_Phypa_120666
Pp1s33_357V6.1	oesterle	351,235	2012-09-29 23:01:32	mkn2
Pp1s33_43V6.1	oesterle	284	2012-01-11 14:25:02	pot1
Pp1s33_79V6.1	cosmoss		2009-06-30 12:37:55	abcg42	cosmoss|V1.2-5_mapping_Phypa_21063
Pp1s33_94V6.2	cosmoss		2009-06-30 12:40:56	vps45	cosmoss|V1.2-5_mapping_Phypa_178871
Pp1s340_43V6.1	cosmoss		2009-06-30 12:40:41	nfa1501	cosmoss|V1.2-5_mapping_Phypa_225989
Pp1s340_43V6.2	cosmoss		2009-06-30 12:40:41	nfa1501	cosmoss|V1.2-5_mapping_Phypa_225989
Pp1s341_85V6.1	cosmoss		2009-06-30 12:50:11	chb1504	cosmoss|V1.2-5_mapping_Phypa_172310
Pp1s342_32V6.1	cosmoss		2009-06-30 12:42:17	hfo1512	cosmoss|V1.2-5_mapping_Phypa_151687
Pp1s344_11V6.1	oesterle	363	2012-09-29 23:45:03	for1F
Pp1s344_1V6.1	cosmoss		2009-06-30 12:38:25	drb1501	cosmoss|V1.2-5_mapping_Phypa_34761
Pp1s344_1V6.2	cosmoss		2009-06-30 12:38:25	drb1501	cosmoss|V1.2-5_mapping_Phypa_34761
Pp1s346_13V6.1	cosmoss		2009-06-30 12:40:41	pal1a	cosmoss|V1.2-5_mapping_Phypa_61285
Pp1s346_13V6.2	cosmoss		2009-06-30 12:40:41	pal1a	cosmoss|V1.2-5_mapping_Phypa_61285
Pp1s346_13V6.3	cosmoss		2009-06-30 12:40:41	pal1a	cosmoss|V1.2-5_mapping_Phypa_61285
Pp1s346_13V6.4	cosmoss		2009-06-30 12:40:41	pal1a	cosmoss|V1.2-5_mapping_Phypa_61285
Pp1s346_13V6.5	cosmoss		2009-06-30 12:40:41	pal1a	cosmoss|V1.2-5_mapping_Phypa_61285
Pp1s348_29V6.1	cosmoss		2009-06-30 12:43:50	raba53	cosmoss|V1.2-5_mapping_Phypa_199004
Pp1s348_31V6.1	cosmoss		2009-06-30 12:38:25	chlh2	cosmoss|V1.2-5_mapping_Phypa_98257
Pp1s348_32V6.1	cosmoss		2009-06-30 12:48:38	chlh1	cosmoss|V1.2-5_mapping_Phypa_226175
Pp1s34_152V6.1	cosmoss		2009-06-30 12:49:38	sdg1508.1	cosmoss|V1.2-5_mapping_Phypa_161576
Pp1s34_152V6.2	cosmoss		2009-06-30 12:49:38	sdg1508.1	cosmoss|V1.2-5_mapping_Phypa_161576
Pp1s34_181V6.1	oesterle	288	2012-09-29 23:29:20	kinid1a
Pp1s34_188V6.1	oesterle	313	2012-05-02 17:03:34	gcp4
Pp1s34_212V6.1	cosmoss		2009-06-30 12:40:57	chr1537	cosmoss|V1.2-5_mapping_Phypa_71851
Pp1s34_252V6.1	cosmoss		2009-06-30 12:38:39	hda1511	cosmoss|V1.2-5_mapping_Phypa_71876
Pp1s34_255V6.1	cosmoss		2009-06-30 12:46:32	htb1503	cosmoss|V1.2-5_mapping_Phypa_161618
Pp1s34_370V6.1	cosmoss		2009-06-30 12:40:57	chr1547	cosmoss|V1.2-5_mapping_Phypa_20076
Pp1s34_373V6.1	cosmoss		2009-06-30 12:40:09	ppm3	cosmoss|V1.2-5_mapping_Phypa_179228
Pp1s34_387V6.1	cosmoss		2009-06-30 12:34:43	sig2	cosmoss|V1.2-5_mapping_Phypa_206687
Pp1s34_403V6.1	cosmoss		2009-06-30 12:39:25	prmt1501	cosmoss|V1.2-5_mapping_Phypa_56390
Pp1s34_403V6.2	cosmoss		2009-06-30 12:39:25	prmt1501	cosmoss|V1.2-5_mapping_Phypa_56390
Pp1s34_403V6.3	cosmoss		2009-06-30 12:39:25	prmt1501	cosmoss|V1.2-5_mapping_Phypa_56390
Pp1s351_29V6.1	cosmoss		2009-06-30 12:51:04	hda1504	cosmoss|V1.2-5_mapping_Phypa_199053
Pp1s352_50V6.1	cosmoss		2009-06-30 12:47:04	abcc3	cosmoss|V1.2-5_mapping_Phypa_199102
Pp1s352_53V6.1	cosmoss		2009-06-30 12:47:53	cpd1502	cosmoss|V1.2-5_mapping_Phypa_152002
Pp1s353_18V6.1	cosmoss		2009-06-30 12:43:03	erl1a	cosmoss|V1.2-5_mapping_Phypa_152090
Pp1s355_56V6.1	cosmoss		2009-06-30 12:35:15	bet1a2	cosmoss|V1.2-5_mapping_Phypa_108956
Pp1s355_56V6.2	cosmoss		2009-06-30 12:35:15	bet1a2	cosmoss|V1.2-5_mapping_Phypa_108956
Pp1s356_18V6.1	cosmoss		2009-06-30 12:47:04	srt1502	cosmoss|V1.2-5_mapping_Phypa_172495
Pp1s359_10V6.1	student	134	2010-07-14 13:41:00	ntmc2type3.1	cosmoss|V1.2-5_mapping_Phypa_458712
Pp1s359_22V6.2	oesterle	340	2012-09-19 22:46:12	cycD
Pp1s35_157V6.1	student	143	2010-07-13 13:28:38	brk1	cosmoss|V1.2-5_mapping_Phypa_431020
Pp1s35_164V6.1	cosmoss		2009-06-30 12:40:57	htr1501	cosmoss|V1.2-5_mapping_Phypa_206793
Pp1s35_216V6.1	student	155	2010-07-13 18:07:37	pum-1	cosmoss|V1.2-5_mapping_Phypa_206830
Pp1s35_251V6.1	cosmoss		2009-06-30 12:50:28	abci4	cosmoss|V1.2-5_mapping_Phypa_179405
Pp1s35_251V6.2	cosmoss		2009-06-30 12:50:28	abci4	cosmoss|V1.2-5_mapping_Phypa_179405
Pp1s35_336V6.1	cosmoss		2009-06-30 12:40:57	wrky16	cosmoss|V1.2-5_mapping_Phypa_26902
Pp1s35_336V6.2	cosmoss		2009-06-30 12:40:57	wrky16	cosmoss|V1.2-5_mapping_Phypa_26902
Pp1s35_401V6.1	cosmoss		2009-06-30 12:37:09	wrky29	cosmoss|V1.2-5_mapping_Phypa_121365
Pp1s360_39V6.1	cosmoss		2009-06-30 12:48:38	chr1522	cosmoss|V1.2-5_mapping_Phypa_172564
Pp1s360_40V6.1	cosmoss		2009-06-30 12:48:38	chr1522	cosmoss|V1.2-5_mapping_Phypa_172564
Pp1s363_10V6.1	cosmoss		2009-06-30 12:49:24	snt1501	cosmoss|V1.2-5_mapping_Phypa_152376
Pp1s364_58V6.1	cosmoss		2009-06-30 12:39:10	cpk15	cosmoss|V1.2-5_mapping_Phypa_61370
Pp1s364_5V6.1	student	151	2010-07-13 14:34:18	col3	cosmoss|V1.2-5_mapping_Phypa_458815
Pp1s364_8V6.1	lang	69	2009-07-04 13:35:41	fc2.1	cosmoss|V1.2-5_mapping_Phypa_152394
Pp1s36_214V6.1	cosmoss		2009-06-30 12:40:10	csla3	cosmoss|V1.2-5_mapping_Phypa_207003
Pp1s36_257V6.1	cosmoss		2009-06-30 12:40:58	abcg18	cosmoss|V1.2-5_mapping_Phypa_121512
Pp1s36_309V6.1	cosmoss		2009-06-30 12:34:43	wrky38	cosmoss|V1.2-5_mapping_Phypa_72378
Pp1s36_325v6.1	oesterle	329	2012-09-19 21:54:36	bop2
Pp1s36_329V6.1	cosmoss		2009-06-30 12:44:52	abcd3	cosmoss|V1.2-5_mapping_Phypa_207071
Pp1s36_62V6.1	cosmoss		2009-06-30 12:40:57	csla2	cosmoss|V1.2-5_mapping_Phypa_179490
Pp1s370_37V6.1	cosmoss		2009-06-30 12:36:54	cpk19	cosmoss|V1.2-5_mapping_Phypa_226574
Pp1s370_37V6.2	cosmoss		2009-06-30 12:36:54	cpk19	cosmoss|V1.2-5_mapping_Phypa_226574
Pp1s371_25V6.1	lang	69	2009-07-04 13:25:31	fc2.2	cosmoss|V1.2-5_mapping_Phypa_31862
Pp1s371_27V6.1	student	151	2010-07-13 14:19:42	col1	cosmoss|V1.2-5_mapping_Phypa_459027
Pp1s371_45V6.1	lang	69	2009-07-04 12:23:09	elip2.4	cosmoss|V1.2-5_mapping_Phypa_152573
Pp1s372_19V6.1	oesterle	307	2012-03-09 11:17:21	cge1
Pp1s373_11V6.1	oesterle	367	2012-09-30 00:00:45	shi1
Pp1s373_28V6.1	cosmoss		2009-06-30 12:34:32	cslc4	cosmoss|V1.2-5_mapping_Phypa_152670
Pp1s374_49V6.1	cosmoss		2009-06-30 12:47:54	gtc1501	cosmoss|V1.2-5_mapping_Phypa_152713
Pp1s375_55V6.1	cosmoss		2009-06-30 12:49:25	abcg22	cosmoss|V1.2-5_mapping_Phypa_226738
Pp1s376_22V6.1	cosmoss		2009-06-30 12:43:51	hta1506	cosmoss|V1.2-5_mapping_Phypa_226746
Pp1s376_33V6.1	cosmoss		2009-06-30 12:50:12	acl1	cosmoss|V1.2-5_mapping_Phypa_152777
Pp1s376_3V6.1	cosmoss		2009-06-30 12:35:15	ydg1501	cosmoss|V1.2-5_mapping_Phypa_152776
Pp1s376_3V6.2	cosmoss		2009-06-30 12:35:15	ydg1501	cosmoss|V1.2-5_mapping_Phypa_152776
Pp1s376_3V6.3	cosmoss		2009-06-30 12:35:15	ydg1501	cosmoss|V1.2-5_mapping_Phypa_152776
Pp1s376_3V6.4	cosmoss		2009-06-30 12:35:15	ydg1501	cosmoss|V1.2-5_mapping_Phypa_152776
Pp1s378_11V6.1	zimmer	260	2011-09-07 16:33:53	aoc1
Pp1s378_30V6.1	cosmoss		2009-06-30 12:36:05	hfo1503	cosmoss|V1.2-5_mapping_Phypa_152862
Pp1s37_236V6.1	cosmoss		2009-06-30 12:49:39	htb1507	cosmoss|V1.2-5_mapping_Phypa_207182
Pp1s37_304V6.1	cosmoss		2009-06-30 12:35:30	arfb21	cosmoss|V1.2-5_mapping_Phypa_207202
Pp1s37_32V6.1	cosmoss		2009-06-30 12:37:10	glp2	cosmoss|V1.2-5_mapping_Phypa_121825
Pp1s37_32V6.2	cosmoss		2009-06-30 12:37:10	glp2	cosmoss|V1.2-5_mapping_Phypa_121825
Pp1s37_32V6.3	cosmoss		2009-06-30 12:37:10	glp2	cosmoss|V1.2-5_mapping_Phypa_121825
Pp1s37_32V6.4	cosmoss		2009-06-30 12:37:10	glp2	cosmoss|V1.2-5_mapping_Phypa_121825
Pp1s381_18V6.1	zimmer	207	2010-11-11 16:15:05	act5
Pp1s381_18V6.2	zimmer	207	2010-11-11 21:01:50	act5
Pp1s381_21V6.1	oesterle	207	2012-09-30 20:42:44	act5
Pp1s384_37V6.1	cosmoss		2009-06-30 12:39:55	ebp1504	cosmoss|V1.2-5_mapping_Phypa_153027
Pp1s386_30V6.1	cosmoss		2009-06-30 12:50:12	rdr1504	cosmoss|V1.2-5_mapping_Phypa_172848
Pp1s389_40V6.1	oesterle	320	2012-08-02 11:26:00	pp1
Pp1s38_243V6.1	cosmoss		2009-06-30 12:39:25	prmt1508	cosmoss|V1.2-5_mapping_Phypa_121999
Pp1s38_243V6.2	cosmoss		2009-06-30 12:39:25	prmt1508	cosmoss|V1.2-5_mapping_Phypa_121999
Pp1s38_282V6.1	oesterle	251	2012-09-19 21:48:44	drp5b-3
Pp1s38_321V6.1	cosmoss		2009-06-30 12:46:33	abcb26	cosmoss|V1.2-5_mapping_Phypa_122029
Pp1s38_328V6.1	cosmoss		2009-06-30 12:48:08	rabf1	cosmoss|V1.2-5_mapping_Phypa_179911
Pp1s38_328V6.2	cosmoss		2009-06-30 12:48:08	rabf1	cosmoss|V1.2-5_mapping_Phypa_179911
Pp1s38_328V6.3	cosmoss		2009-06-30 12:48:08	rabf1	cosmoss|V1.2-5_mapping_Phypa_179911
Pp1s38_328V6.4	cosmoss		2009-06-30 12:48:08	rabf1	cosmoss|V1.2-5_mapping_Phypa_179911
Pp1s38_333V6.1	lang	69	2009-07-04 13:13:01	fc2.3	cosmoss|V1.2-5_mapping_Phypa_121944
Pp1s38_399V6.1	cosmoss		2009-06-30 12:51:22	hdma1503	cosmoss|V1.2-5_mapping_Phypa_121891
Pp1s38_54V6.1	cosmoss		2009-06-30 12:47:22	cki2b	cosmoss|V1.2-5_mapping_Phypa_179812
Pp1s38_72V6.1	cosmoss		2009-06-30 12:45:42	abci11	cosmoss|V1.2-5_mapping_Phypa_121886
Pp1s390_4V6.1	cosmoss		2009-06-30 12:41:31	tue	cosmoss|V1.2-5_mapping_Phypa_99422
Pp1s391_38V6.1	cosmoss		2009-06-30 12:49:26	abci10	cosmoss|V1.2-5_mapping_Phypa_3208
Pp1s391_38V6.2	cosmoss		2009-06-30 12:49:26	abci10	cosmoss|V1.2-5_mapping_Phypa_3208
Pp1s391_41V6.1	cosmoss		2009-06-30 12:49:26	sly1ps	cosmoss|V1.2-5_mapping_Phypa_99462
Pp1s391_41V6.2	cosmoss		2009-06-30 12:49:26	sly1ps	cosmoss|V1.2-5_mapping_Phypa_99462
Pp1s391_45V6.1	cosmoss		2009-06-30 12:38:27	abcb13	cosmoss|V1.2-5_mapping_Phypa_227047
Pp1s391_50V6.1	cosmoss		2009-06-30 12:49:26	abcg13	cosmoss|V1.2-5_mapping_Phypa_153252
Pp1s391_60V6.1	cosmoss		2009-06-30 12:49:26	vamp72a2	cosmoss|V1.2-5_mapping_Phypa_109092
Pp1s391_60V6.2	cosmoss		2009-06-30 12:49:26	vamp72a2	cosmoss|V1.2-5_mapping_Phypa_109092
Pp1s392_2V6.1	oesterle	308	2012-03-13 17:01:08	dof1
Pp1s397_2V6.1	cosmoss		2009-06-30 12:47:54	abcb11	cosmoss|V1.2-5_mapping_Phypa_199955
Pp1s398_18V6.1	cosmoss		2009-06-30 12:44:37	rabg11	cosmoss|V1.2-5_mapping_Phypa_110619
Pp1s39_212V6.1	cosmoss		2009-06-30 12:41:46	wrky26	cosmoss|V1.2-5_mapping_Phypa_29585
Pp1s39_217V6.1	cosmoss		2009-06-30 12:50:29	wrky6	cosmoss|V1.2-5_mapping_Phypa_122251
Pp1s39_223V6.1	oesterle	292	2012-09-19 22:31:59	pdi-H
Pp1s39_223V6.2	oesterle	292	2012-02-10 11:04:50	pdi-H
Pp1s39_394V6.1	cosmoss		2009-06-30 12:39:25	mscl14	cosmoss|V1.2-5_mapping_Phypa_207532
Pp1s3_102V6.1	cosmoss		2009-06-30 12:40:01	arfb1b1	cosmoss|V1.2-5_mapping_Phypa_158606
Pp1s3_119V6.1	lang	324,323	2012-08-22 11:08:08	xfb2
Pp1s3_179V6.1	cosmoss		2009-06-30 12:36:59	cpc1501	cosmoss|V1.2-5_mapping_Phypa_111974
Pp1s3_191V6.3	oesterle	322	2012-08-12 19:40:09	prfa
Pp1s3_209V6.1	cosmoss		2009-06-30 12:43:57	nfa1503	cosmoss|V1.2-5_mapping_Phypa_174052
Pp1s3_209V6.2	cosmoss		2009-06-30 12:43:57	nfa1503	cosmoss|V1.2-5_mapping_Phypa_174052
Pp1s3_216V6.1	cosmoss		2009-06-30 12:34:12	nfa1504	cosmoss|V1.2-5_mapping_Phypa_112332
Pp1s3_367V6.1	cosmoss		2009-06-30 12:47:59	htr1512	cosmoss|V1.2-5_mapping_Phypa_111893
Pp1s3_367V6.2	cosmoss		2009-06-30 12:47:59	htr1512	cosmoss|V1.2-5_mapping_Phypa_111893
Pp1s3_368V6.1	cosmoss		2009-06-30 12:39:16	htr1511	cosmoss|V1.2-5_mapping_Phypa_112240
Pp1s3_400V6.1	cosmoss		2009-06-30 12:50:18	hon1504	cosmoss|V1.2-5_mapping_Phypa_64749
Pp1s3_476V6.1	cosmoss		2009-06-30 12:37:47	chr1510	cosmoss|V1.2-5_mapping_Phypa_112144
Pp1s3_476V6.2	cosmoss		2009-06-30 12:37:47	chr1510	cosmoss|V1.2-5_mapping_Phypa_112144
Pp1s3_594V6.1	cosmoss		2009-06-30 12:47:10	htr1510	cosmoss|V1.2-5_mapping_Phypa_201641
Pp1s3_604V6.1	cosmoss		2009-06-30 12:48:43	arp1503	cosmoss|V1.2-5_mapping_Phypa_112296
Pp1s402_25V6.1	cosmoss		2009-06-30 12:47:06	abcc10	cosmoss|V1.2-5_mapping_Phypa_153801
Pp1s402_25V6.2	cosmoss		2009-06-30 12:47:06	abcc10	cosmoss|V1.2-5_mapping_Phypa_153801
Pp1s402_30V6.1	cosmoss		2009-06-30 12:40:43	ruvbl1502	cosmoss|V1.2-5_mapping_Phypa_61580
Pp1s403_14V6.1	cosmoss		2009-06-30 12:39:11	sdg1537	cosmoss|V1.2-5_mapping_Phypa_227225
Pp1s403_48V6.1	cosmoss		2009-06-30 12:38:27	snt1502	cosmoss|V1.2-5_mapping_Phypa_188
Pp1s407_48V6.1	oesterle	292	2012-02-10 11:08:14	pdi-M
Pp1s407_55V6.1	cosmoss		2009-06-30 12:39:56	wrky12	cosmoss|V1.2-5_mapping_Phypa_154002
Pp1s40_228V6.1	cosmoss	162	2009-06-30 12:48:54	ena1	cosmoss|V1.2-5_mapping_Phypa_105562
Pp1s410_38V6.1	cosmoss		2009-06-30 12:35:17	htr1508	cosmoss|V1.2-5_mapping_Phypa_61628
Pp1s412_17V6.1	oesterle	304	2012-03-01 15:59:15	recA2
Pp1s412_23V6.1	cosmoss		2009-06-30 12:47:06	prr1	cosmoss|V1.2-5_mapping_Phypa_154145
Pp1s412_35V6.1	cosmoss		2009-06-30 12:38:27	prr3	cosmoss|V1.2-5_mapping_Phypa_173125
Pp1s419_10V6.1	cosmoss		2009-06-30 12:49:26	lox2	cosmoss|V1.2-5_mapping_Phypa_200300
Pp1s419_10V6.2	cosmoss		2009-06-30 12:49:26	lox2	cosmoss|V1.2-5_mapping_Phypa_200300
Pp1s419_6V6.1	cosmoss		2009-06-30 12:37:43	lox1	cosmoss|V1.2-5_mapping_Phypa_173152
Pp1s419_7V6.1	cosmoss		2009-06-30 12:47:55	lox8a	cosmoss|V1.2-5_mapping_Phypa_200293
Pp1s419_8V6.1	cosmoss		2009-06-30 12:43:05	lox8b	cosmoss|V1.2-5_mapping_Phypa_227446
Pp1s41_174V6.1	cosmoss		2009-06-30 12:38:41	chr1526	cosmoss|V1.2-5_mapping_Phypa_105578
Pp1s41_177V6.1	cosmoss	287	2009-06-30 12:44:09	aldh12a	cosmoss|V1.2-5_mapping_Phypa_207743
Pp1s41_302V6.1	cosmoss		2009-06-30 12:36:22	snlb	cosmoss|V1.2-5_mapping_Phypa_122612
Pp1s420_4V6.1	oesterle	320	2012-08-02 11:26:59	pp2
Pp1s426_30V6.1	cosmoss		2009-06-30 12:51:07	wrky15	cosmoss|V1.2-5_mapping_Phypa_38878
Pp1s429_32V6.1	cosmoss		2009-06-30 12:42:19	prmt1503	cosmoss|V1.2-5_mapping_Phypa_154547
Pp1s42_140V6.1	student	353	2010-09-13 12:17:11	rad51B
Pp1s42_169V6.1	cosmoss		2009-06-30 12:48:55	wrky25	cosmoss|V1.2-5_mapping_Phypa_122959
Pp1s42_259V6.3	oesterle	347	2012-09-29 22:55:24	toc64-2
Pp1s431_27V6.1	zimmer	310	2012-04-24 16:11:00	hb2
Pp1s433_28V6.1	cosmoss		2009-06-30 12:50:14	ago1505	cosmoss|V1.2-5_mapping_Phypa_200513
Pp1s434_27V6.1	cosmoss		2009-06-30 12:47:06	lox3	cosmoss|V1.2-5_mapping_Phypa_154685
Pp1s434_27V6.2	cosmoss		2009-06-30 12:47:06	lox3	cosmoss|V1.2-5_mapping_Phypa_154685
Pp1s434_27V6.3	cosmoss		2009-06-30 12:47:06	lox3	cosmoss|V1.2-5_mapping_Phypa_154685
Pp1s438_23V6.1	cosmoss		2009-06-30 12:49:27	sga1502	cosmoss|V1.2-5_mapping_Phypa_200559
Pp1s43_48V6.1	oesterle	352	2012-09-29 23:05:22	apr-B
Pp1s442_22V6.1	lang		2009-07-16 22:35:58	cor47	cosmoss|V1.2-5_mapping_Phypa_173331
Pp1s442_22V6.2	lang		2009-07-16 22:35:58	cor47	cosmoss|V1.2-5_mapping_Phypa_173331
Pp1s446_7V6.1	oesterle	269	2012-09-19 20:55:32	ppr_43
Pp1s449_20V6.1	student	171	2010-07-14 13:43:33	nrt2_4	cosmoss|V1.2-5_mapping_Phypa_154919
Pp1s44_135V6.1	lloyd		2010-09-22 16:06:59	upf1a
Pp1s44_156V6.1	cosmoss		2009-06-30 12:43:21	brat1502	cosmoss|V1.2-5_mapping_Phypa_123454
Pp1s44_198V6.1	oesterle	294	2012-07-20 19:58:24	afb2
Pp1s44_64V6.1	cosmoss	287	2009-06-30 12:35:31	aldh11c	cosmoss|V1.2-5_mapping_Phypa_123302
Pp1s44_81V6.1	cosmoss		2009-06-30 12:50:30	ntmc2t4.3	cosmoss|V1.2-5_mapping_Phypa_208086
Pp1s450_4V6.1	cosmoss		2009-06-30 12:39:57	plc7	cosmoss|V1.2-5_mapping_Phypa_154928
Pp1s452_20V6.1	cosmoss		2009-06-30 12:42:20	chr1545	cosmoss|V1.2-5_mapping_Phypa_30018
Pp1s456_3V6.1	cosmoss		2009-06-30 12:36:07	pal1b	cosmoss|V1.2-5_mapping_Phypa_200712
Pp1s456_3V6.2	cosmoss		2009-06-30 12:36:07	pal1b	cosmoss|V1.2-5_mapping_Phypa_200712
Pp1s456_7V6.1	cosmoss		2009-06-30 12:35:17	sdg1521	cosmoss|V1.2-5_mapping_Phypa_227869
Pp1s462_17V6.1	cosmoss		2009-06-30 12:41:32	hac1502	cosmoss|V1.2-5_mapping_Phypa_52
Pp1s465_25V6.1	cosmoss		2009-06-30 12:43:54	ftr1	cosmoss|V1.2-5_mapping_Phypa_227978
Pp1s465_25V6.2	cosmoss		2009-06-30 12:43:54	ftr1	cosmoss|V1.2-5_mapping_Phypa_227978
Pp1s468_8V6.1	cosmoss		2009-06-30 12:49:27	sec1a	cosmoss|V1.2-5_mapping_Phypa_200844
Pp1s46_176V6.1	cosmoss		2009-06-30 12:42:34	ydg1502	cosmoss|V1.2-5_mapping_Phypa_123665
Pp1s46_176V6.2	cosmoss		2009-06-30 12:42:34	ydg1502	cosmoss|V1.2-5_mapping_Phypa_123665
Pp1s46_176V6.3	cosmoss		2009-06-30 12:42:34	ydg1502	cosmoss|V1.2-5_mapping_Phypa_123665
Pp1s46_192V6.1	cosmoss		2009-06-30 12:37:58	gos1b2	cosmoss|V1.2-5_mapping_Phypa_74260
Pp1s46_20V6.1	cosmoss		2009-06-30 12:38:42	abca4	cosmoss|V1.2-5_mapping_Phypa_180906
Pp1s46_245V6.1	cosmoss		2009-06-30 12:51:24	hta1501	cosmoss|V1.2-5_mapping_Phypa_181052
Pp1s46_276V6.1	cosmoss		2009-06-30 12:41:48	pafd1501	cosmoss|V1.2-5_mapping_Phypa_162718
Pp1s46_326V6.1	lang	71,70	2009-07-16 22:06:53	cor-tmc-ap3	cosmoss|V1.2-5_mapping_Phypa_74335
Pp1s46_326V6.2	lang	71,70	2009-07-16 22:06:53	cor-tmc-ap3	cosmoss|V1.2-5_mapping_Phypa_74335
Pp1s46_56V6.1	oesterle	292	2012-09-19 22:33:34	pdi-L
Pp1s46_61V6.1	lang	69	2009-07-04 10:29:56	elip1.6	cosmoss|V1.2-5_mapping_Phypa_123817
Pp1s472_12V6.1	cosmoss		2009-06-30 12:36:56	hta1508	cosmoss|V1.2-5_mapping_Phypa_155559
Pp1s478_10V6.1	gustin		2010-05-08 02:46:17	mtp12	cosmoss|V1.2-5_mapping_Phypa_461050
Pp1s47_180V6.1	cosmoss		2009-06-30 12:34:46	hta1510	cosmoss|V1.2-5_mapping_Phypa_74449
Pp1s47_217V6.1	cosmoss		2009-06-30 12:42:34	ho1b	cosmoss|V1.2-5_mapping_Phypa_181226
Pp1s47_251V6.1	cosmoss		2009-06-30 12:41:48	wrky13	cosmoss|V1.2-5_mapping_Phypa_29874
Pp1s47_298V6.1	cosmoss		2009-06-30 12:43:22	arfb22	cosmoss|V1.2-5_mapping_Phypa_181267
Pp1s47_31V6.1	cosmoss		2009-06-30 12:40:12	phy5a	cosmoss|V1.2-5_mapping_Phypa_208532
Pp1s47_44V6.1	cosmoss		2009-06-30 12:44:10	chr1514	cosmoss|V1.2-5_mapping_Phypa_124089
Pp1s47_46V6.1	cosmoss		2009-06-30 12:44:54	patpa1501	cosmoss|V1.2-5_mapping_Phypa_105737
Pp1s47_46V6.2	cosmoss		2009-06-30 12:44:54	patpa1501	cosmoss|V1.2-5_mapping_Phypa_105737
Pp1s47_46V6.3	cosmoss		2009-06-30 12:44:54	patpa1501	cosmoss|V1.2-5_mapping_Phypa_105737
Pp1s47_97V6.1	cosmoss		2009-06-30 12:48:10	abcf1	cosmoss|V1.2-5_mapping_Phypa_208576
Pp1s47_97V6.2	cosmoss		2009-06-30 12:48:10	abcf1	cosmoss|V1.2-5_mapping_Phypa_208576
