accession	annotator_id	csid	date	value	source
Pp1s14_278V6.1	cosmoss		2009-06-30 12:38:35	abcb1	cosmoss|V1.2-5_mapping_Phypa_115784
Pp1s14_318V6.1	oesterle	314	2012-09-19 22:28:09	mcb1
Pp1s14_367V6.1	cosmoss		2009-06-30 12:40:04	chr1533	cosmoss|V1.2-5_mapping_Phypa_67427
Pp1s14_368V6.1	cosmoss		2009-06-30 12:40:04	chr1533	cosmoss|V1.2-5_mapping_Phypa_67427
Pp1s14_391V6.1	patil	235	2010-09-23 12:22:42	ppipt5
Pp1s14_419V6.1	zimmer	265	2011-09-09 15:38:45	max4
Pp1s14_421V6.1	zimmer	265	2011-09-09 15:38:13	max3
Pp1s14_447V6.1	cosmoss		2009-06-30 12:34:37	cll1a	cosmoss|V1.2-5_mapping_Phypa_115655
Pp1s14_454V6.1	cosmoss		2009-06-30 12:38:35	cll2	cosmoss|V1.2-5_mapping_Phypa_115836
Pp1s150_114V6.1	cosmoss		2009-06-30 12:34:24	abca2	cosmoss|V1.2-5_mapping_Phypa_190702
Pp1s150_114V6.2	cosmoss		2009-06-30 12:34:24	abca2	cosmoss|V1.2-5_mapping_Phypa_190702
Pp1s150_114V6.3	cosmoss		2009-06-30 12:34:24	abca2	cosmoss|V1.2-5_mapping_Phypa_190702
Pp1s150_114V6.4	cosmoss		2009-06-30 12:34:24	abca2	cosmoss|V1.2-5_mapping_Phypa_190702
Pp1s150_124V6.1	oesterle	339	2012-09-19 22:45:06	hxk1
Pp1s150_142V6.1	cosmoss		2009-06-30 12:38:12	abcd5	cosmoss|V1.2-5_mapping_Phypa_218012
Pp1s150_58V6.2	zimmer	290	2012-02-02 09:51:12	ton1
Pp1s150_58V6.3	oesterle	290	2012-09-19 22:12:34	ton1
Pp1s150_58V6.4	oesterle	290	2012-02-02 10:25:40	ton1
Pp1s150_74V6.1	cosmoss		2009-06-30 12:37:28	swdc1501	cosmoss|V1.2-5_mapping_Phypa_167543
Pp1s152_24V6.1	cosmoss		2009-06-30 12:35:49	lal1	cosmoss|V1.2-5_mapping_Phypa_138993
Pp1s152_49V6.1	gustin		2010-05-08 03:16:10	mtp7	cosmoss|V1.2-5_mapping_Phypa_446750
Pp1s154_69V6.1	student	137	2010-07-13 13:01:05	atpB	cosmoss|V1.2-5_mapping_Phypa_446896
Pp1s154_83V6.1	oesterle	351	2012-09-29 23:04:34	mkn1-3
Pp1s156_136V6.1	oesterle	363	2012-09-29 23:42:53	for1C
Pp1s156_150V6.1	cosmoss	135	2009-06-30 12:35:02	mure	cosmoss|V1.2-5_mapping_Phypa_63092
Pp1s156_53V6.1	student	126	2010-07-13 19:24:40	glp4	cosmoss|V1.2-5_mapping_Phypa_447005
Pp1s156_75V6.1	cosmoss		2009-06-30 12:46:51	htr1504	cosmoss|V1.2-5_mapping_Phypa_139355
Pp1s157_13V6.1	cosmoss		2009-06-30 12:38:58	raba51	cosmoss|V1.2-5_mapping_Phypa_167769
Pp1s157_53V6.1	cosmoss		2009-06-30 12:41:17	raba24	cosmoss|V1.2-5_mapping_Phypa_191152
Pp1s157_93V6.1	cosmoss		2009-06-30 12:47:41	chc1503	cosmoss|V1.2-5_mapping_Phypa_218455
Pp1s158_129V6.1	cosmoss		2009-06-30 12:40:28	ho1a	cosmoss|V1.2-5_mapping_Phypa_218505
Pp1s158_129V6.2	cosmoss		2009-06-30 12:40:28	ho1a	cosmoss|V1.2-5_mapping_Phypa_218505
Pp1s158_166V6.1	cosmoss		2009-06-30 12:45:12	wrky19	cosmoss|V1.2-5_mapping_Phypa_139623
Pp1s158_37V6.1	cosmoss		2009-06-30 12:47:41	chr1534	cosmoss|V1.2-5_mapping_Phypa_87464
Pp1s158_39V6.1	cosmoss		2009-06-30 12:47:41	chr1534	cosmoss|V1.2-5_mapping_Phypa_87464
Pp1s158_74V6.1	cosmoss		2009-06-30 12:42:05	ham1503	cosmoss|V1.2-5_mapping_Phypa_87490
Pp1s159_105V6.1	cosmoss		2009-06-30 12:44:24	wrky18	cosmoss|V1.2-5_mapping_Phypa_139677
Pp1s159_112V6.1	oesterle	363	2012-09-29 23:45:38	for3
Pp1s159_42V6.1	cosmoss		2009-06-30 12:38:58	crk2	cosmoss|V1.2-5_mapping_Phypa_107418
Pp1s15_115V6.1	cosmoss		2009-06-30 12:41:39	cslc5	cosmoss|V1.2-5_mapping_Phypa_67528
Pp1s15_11V6.1	student	147	2010-07-13 13:49:00	c3hdz1	cosmoss|V1.2-5_mapping_Phypa_426187
Pp1s15_126V6.1	cosmoss		2009-06-30 12:37:51	ndpk3a	cosmoss|V1.2-5_mapping_Phypa_55603
Pp1s15_135V6.1	cosmoss		2009-06-30 12:45:36	abcg27	cosmoss|V1.2-5_mapping_Phypa_116286
Pp1s15_137V6.1	cosmoss		2009-06-30 12:44:46	abcg17	cosmoss|V1.2-5_mapping_Phypa_176017
Pp1s15_150V6.1	cosmoss		2009-06-30 12:34:14	etr6	cosmoss|V1.2-5_mapping_Phypa_67549
Pp1s15_259V6.1	cosmoss		2009-06-30 12:50:22	ga2ox3	cosmoss|V1.2-5_mapping_Phypa_67611
Pp1s15_406V6.1	cosmoss		2009-06-30 12:46:27	abci12	cosmoss|V1.2-5_mapping_Phypa_203642
Pp1s15_432V6.1	cosmoss		2009-06-30 12:47:15	abci5	cosmoss|V1.2-5_mapping_Phypa_116239
Pp1s15_440V6.1	cosmoss		2009-06-30 12:50:23	gos1a1	cosmoss|V1.2-5_mapping_Phypa_159826
Pp1s15_440V6.2	cosmoss		2009-06-30 12:50:23	gos1a1	cosmoss|V1.2-5_mapping_Phypa_159826
Pp1s15_459V6.1	lang	69	2009-07-04 09:48:06	elip1.1.1	cosmoss|V1.2-5_mapping_Phypa_116123
Pp1s15_467V6.1	lang	69	2009-07-04 09:59:44	elip1.1.2	cosmoss|V1.2-5_mapping_Phypa_116307
Pp1s15_90V6.1	cosmoss		2009-06-30 12:51:15	srt1504	cosmoss|V1.2-5_mapping_Phypa_116322
Pp1s15_90V6.2	cosmoss		2009-06-30 12:51:15	srt1504	cosmoss|V1.2-5_mapping_Phypa_116322
Pp1s15_94V6.1	cosmoss		2009-06-30 12:50:22	chr1501	cosmoss|V1.2-5_mapping_Phypa_116197
Pp1s160_135V6.1	cosmoss		2009-06-30 12:51:42	cki3c	cosmoss|V1.2-5_mapping_Phypa_87712
Pp1s160_137V6.1	oesterle	315	2012-06-11 11:41:01	sir1
Pp1s160_47V6.1	cosmoss		2009-06-30 12:38:58	ga2ox1	cosmoss|V1.2-5_mapping_Phypa_139767
Pp1s161_32V6.1	lang	69	2009-11-08 11:48:18	lhca1.2	cosmoss|V1.2-5_mapping_Phypa_218647
Pp1s161_32V6.2	lang	69	2009-11-08 11:48:18	lhca1.2	cosmoss|V1.2-5_mapping_Phypa_218647
Pp1s161_60V6.1	cosmoss		2009-06-30 12:35:50	mscl6	cosmoss|V1.2-5_mapping_Phypa_139912
Pp1s162_130V6.1	cosmoss		2009-06-30 12:47:42	cslc3	cosmoss|V1.2-5_mapping_Phypa_191476
Pp1s163_112V6.1	cosmoss		2009-06-30 12:46:52	wrky9	cosmoss|V1.2-5_mapping_Phypa_140129
Pp1s163_112V6.2	cosmoss		2009-06-30 12:46:52	wrky9	cosmoss|V1.2-5_mapping_Phypa_140129
Pp1s163_66V6.1	cosmoss		2009-06-30 12:36:41	prmt1506	cosmoss|V1.2-5_mapping_Phypa_218804
Pp1s163_69V6.1	cosmoss		2009-06-30 12:41:18	ppma11	cosmoss|V1.2-5_mapping_Phypa_191533
Pp1s163_70V6.1	cosmoss		2009-06-30 12:41:18	ppma11	cosmoss|V1.2-5_mapping_Phypa_191533
Pp1s164_20V6.1	cosmoss		2009-06-30 12:42:06	htr1509	cosmoss|V1.2-5_mapping_Phypa_59391
Pp1s164_30V6.1	cosmoss		2009-06-30 12:42:50	hfo1507	cosmoss|V1.2-5_mapping_Phypa_88010
Pp1s164_54V6.1	cosmoss		2009-06-30 12:40:29	abci9	cosmoss|V1.2-5_mapping_Phypa_218855
Pp1s164_5V6.1	cosmoss		2009-06-30 12:38:14	cslc1	cosmoss|V1.2-5_mapping_Phypa_168024
Pp1s164_65V6.1	cosmoss	139	2009-06-30 12:38:14	phy4	cosmoss|V1.2-5_mapping_Phypa_218861
Pp1s165_107V6.1	cosmoss		2009-06-30 12:38:14	ck1a1	cosmoss|V1.2-5_mapping_Phypa_140287
Pp1s165_107V6.2	cosmoss		2009-06-30 12:38:14	ck1a1	cosmoss|V1.2-5_mapping_Phypa_140287
Pp1s165_12V6.1	cosmoss		2009-06-30 12:43:38	ndpk1	cosmoss|V1.2-5_mapping_Phypa_191609
Pp1s165_12V6.2	cosmoss		2009-06-30 12:43:38	ndpk1	cosmoss|V1.2-5_mapping_Phypa_191609
Pp1s165_55V6.1	cosmoss		2009-06-30 12:38:14	rop2	cosmoss|V1.2-5_mapping_Phypa_191636
Pp1s165_60V6.1	cosmoss		2009-06-30 12:37:30	swdc1503	cosmoss|V1.2-5_mapping_Phypa_88111
Pp1s166_101V6.1	cosmoss		2009-06-30 12:46:03	chr1519	cosmoss|V1.2-5_mapping_Phypa_168107
Pp1s167_121V6.1	cosmoss		2009-06-30 12:38:59	abcg25	cosmoss|V1.2-5_mapping_Phypa_140499
Pp1s167_52V6.2	oesterle	347	2012-09-29 22:54:36	toc64-1
Pp1s167_96V6.1	student	181	2010-08-13 13:26:27	4CL4	cosmoss|V1.2-5_mapping_Phypa_140413
Pp1s169_110V6.1	oesterle	259	2012-09-19 21:57:58	ppr_77
Pp1s169_65V6.1	student	179	2010-09-13 13:10:23	rpoA
Pp1s16_111V6.1	cosmoss		2009-06-30 12:37:51	syp12a6	cosmoss|V1.2-5_mapping_Phypa_203733
Pp1s16_156V6.1	cosmoss	287	2009-06-30 12:50:23	aldh11b	cosmoss|V1.2-5_mapping_Phypa_55667
Pp1s16_208V6.1	cosmoss		2009-06-30 12:37:51	htr1506	cosmoss|V1.2-5_mapping_Phypa_104836
Pp1s16_213V6.1	student	134	2010-07-13 20:55:49	ntmc2type1.1	cosmoss|V1.2-5_mapping_Phypa_426600
Pp1s16_2V6.1	cosmoss		2009-06-30 12:44:46	tira2	cosmoss|V1.2-5_mapping_Phypa_104828
Pp1s170_10V6.1	cosmoss		2009-06-30 12:39:44	abcg19	cosmoss|V1.2-5_mapping_Phypa_140793
Pp1s171_11V6.1	cosmoss		2009-06-30 12:43:39	ebp1505	cosmoss|V1.2-5_mapping_Phypa_59496
Pp1s171_146V6.1	cosmoss		2009-06-30 12:38:14	lox11	cosmoss|V1.2-5_mapping_Phypa_140885
Pp1s171_52V6.1	cosmoss		2009-06-30 12:48:26	snap29	cosmoss|V1.2-5_mapping_Phypa_191981
Pp1s171_52V6.2	cosmoss		2009-06-30 12:48:26	snap29	cosmoss|V1.2-5_mapping_Phypa_191981
Pp1s171_52V6.3	cosmoss		2009-06-30 12:48:26	snap29	cosmoss|V1.2-5_mapping_Phypa_191981
Pp1s171_52V6.4	cosmoss		2009-06-30 12:48:26	snap29	cosmoss|V1.2-5_mapping_Phypa_191981
Pp1s172_69V6.1	lang	69	2009-07-04 10:44:48	elip1.3	cosmoss|V1.2-5_mapping_Phypa_140912
Pp1s173_134V6.1	cosmoss		2009-06-30 12:35:03	ago1c	cosmoss|V1.2-5_mapping_Phypa_141045
Pp1s173_143V6.1	oesterle	317	2012-07-13 13:54:31	abi3B
Pp1s173_145V6.1	cosmoss		2009-06-30 12:38:15	abcb24	cosmoss|V1.2-5_mapping_Phypa_140970
Pp1s173_54V6.1	cosmoss		2009-06-30 12:46:04	vti1a2	cosmoss|V1.2-5_mapping_Phypa_140989
Pp1s174_120V6.1	oesterle	327	2012-09-19 21:38:59	myo8E
Pp1s174_20V6.2	oesterle	261	2012-09-29 23:49:56	murA1
Pp1s174_62V6.1	cosmoss		2009-06-30 12:50:51	phota1	cosmoss|V1.2-5_mapping_Phypa_219412
Pp1s174_62V6.2	cosmoss		2009-06-30 12:50:51	phota1	cosmoss|V1.2-5_mapping_Phypa_219412
Pp1s175_16V6.1	student	170	2010-07-14 12:45:36	dellaA	cosmoss|V1.2-5_mapping_Phypa_448723
Pp1s176_126V6.1	cosmoss		2009-06-30 12:39:00	etr7	cosmoss|V1.2-5_mapping_Phypa_192265
Pp1s178_112V6.1	cosmoss		2009-06-30 12:42:52	rdr1501	cosmoss|V1.2-5_mapping_Phypa_219654
Pp1s178_145V6.1	cosmoss		2009-06-30 12:45:14	snt1506	cosmoss|V1.2-5_mapping_Phypa_40393
Pp1s178_148V6.1	cosmoss		2009-06-30 12:45:14	snt1506	cosmoss|V1.2-5_mapping_Phypa_40393
Pp1s179_27V6.1	cosmoss		2009-06-30 12:41:20	phota2	cosmoss|V1.2-5_mapping_Phypa_89164
Pp1s179_27V6.2	cosmoss		2009-06-30 12:41:20	phota2	cosmoss|V1.2-5_mapping_Phypa_89164
Pp1s179_27V6.3	cosmoss		2009-06-30 12:41:20	phota2	cosmoss|V1.2-5_mapping_Phypa_89164
Pp1s17_201V6.1	student	171	2010-07-14 13:27:46	nar2_2	cosmoss|V1.2-5_mapping_Phypa_426700
Pp1s17_342V6.1	cosmoss		2009-06-30 12:50:23	arp1507	cosmoss|V1.2-5_mapping_Phypa_176536
Pp1s17_368V6.1	oesterle	327	2012-09-19 21:37:55	myo8D
Pp1s17_54V6.2	oesterle	302	2012-02-24 11:46:32	arpc1
Pp1s17_57V6.1	oesterle	363	2012-09-29 23:43:34	for1D
Pp1s17_74V6.1	cosmoss		2009-06-30 12:38:35	cki3a	cosmoss|V1.2-5_mapping_Phypa_159961
Pp1s180_26V6.1	cosmoss		2009-06-30 12:42:52	abcg21	cosmoss|V1.2-5_mapping_Phypa_192434
Pp1s180_68V6.1	cosmoss		2009-06-30 12:45:14	hda1506	cosmoss|V1.2-5_mapping_Phypa_168537
Pp1s182_56V6.1	cosmoss		2009-06-30 12:46:05	cll3	cosmoss|V1.2-5_mapping_Phypa_141749
Pp1s183_17V6.1	cosmoss		2009-06-30 12:48:28	sar13	cosmoss|V1.2-5_mapping_Phypa_192599
Pp1s183_21V6.1	cosmoss		2009-06-30 12:46:54	abcf3	cosmoss|V1.2-5_mapping_Phypa_192602
Pp1s183_52V6.1	oesterle	328	2012-09-19 21:39:59	ppr_78
Pp1s183_93V6.1	cosmoss		2009-06-30 12:48:28	hdt1502	cosmoss|V1.2-5_mapping_Phypa_168633
Pp1s183_93V6.2	cosmoss		2009-06-30 12:48:28	hdt1502	cosmoss|V1.2-5_mapping_Phypa_168633
Pp1s183_93V6.3	cosmoss		2009-06-30 12:48:28	hdt1502	cosmoss|V1.2-5_mapping_Phypa_168633
Pp1s184_21V6.1	oesterle	294	2012-07-20 19:21:38	iaa1b
Pp1s184_99V6.1	oesterle	330	2012-09-19 21:55:59	aah
Pp1s185_130V6.1	cosmoss		2009-06-30 12:39:45	abcg11	cosmoss|V1.2-5_mapping_Phypa_41420
Pp1s185_41V6.1	cosmoss		2009-06-30 12:40:30	hag1502	cosmoss|V1.2-5_mapping_Phypa_142018
Pp1s185_66V6.1	student	181	2010-08-13 12:02:27	4CL1	cosmoss|V1.2-5_mapping_Phypa_89614
Pp1s186_25V6.2	lang	69	2010-09-16 18:35:28	lhcb1N6.1
Pp1s186_26V6.1	lang	69	2010-09-16 18:27:37	lhcb1N6.2
Pp1s187_72V6.1	cosmoss		2009-06-30 12:48:28	tlp3b	cosmoss|V1.2-5_mapping_Phypa_41982
Pp1s187_88V6.1	cosmoss		2009-06-30 12:46:54	cpk11	cosmoss|V1.2-5_mapping_Phypa_192815
Pp1s187_88V6.2	cosmoss		2009-06-30 12:46:54	cpk11	cosmoss|V1.2-5_mapping_Phypa_192815
Pp1s188_35V6.1	cosmoss		2009-06-30 12:39:45	hta1507	cosmoss|V1.2-5_mapping_Phypa_59714
Pp1s188_78V6.1	cosmoss		2009-06-30 12:49:59	abcb14	cosmoss|V1.2-5_mapping_Phypa_59717
Pp1s18_148V6.1	cosmoss	287	2009-06-30 12:48:48	aldh23a	cosmoss|V1.2-5_mapping_Phypa_116991
Pp1s18_186V6.1	cosmoss		2009-06-30 12:44:47	pinb	cosmoss|V1.2-5_mapping_Phypa_117036
Pp1s18_235V6.1	oesterle	274	2012-09-30 20:26:35	mre11
Pp1s18_300V6.1	cosmoss		2009-06-30 12:41:40	cals3	cosmoss|V1.2-5_mapping_Phypa_117054
Pp1s18_300V6.2	cosmoss		2009-06-30 12:41:40	cals3	cosmoss|V1.2-5_mapping_Phypa_117054
Pp1s18_59V6.1	cosmoss		2009-06-30 12:44:46	abci2	cosmoss|V1.2-5_mapping_Phypa_116997
Pp1s190_36V6.1	cosmoss		2009-06-30 12:47:44	sdg1519	cosmoss|V1.2-5_mapping_Phypa_168813
Pp1s194_17V6.1	cosmoss		2009-06-30 12:39:46	abcb8	cosmoss|V1.2-5_mapping_Phypa_193090
Pp1s194_183V6.1	cosmoss		2009-06-30 12:49:14	epl1502	cosmoss|V1.2-5_mapping_Phypa_90250
Pp1s194_72V6.1	cosmoss		2009-06-30 12:45:15	cre2	cosmoss|V1.2-5_mapping_Phypa_142600
Pp1s195_75V6.1	cosmoss		2009-06-30 12:51:46	wrky36	cosmoss|V1.2-5_mapping_Phypa_90300
Pp1s1963_1V6.1	cosmoss		2009-06-30 12:36:08	htr1515	cosmoss|V1.2-5_mapping_Phypa_157798
Pp1s196_69V6.1	lang	69	2009-07-04 12:39:30	elip2.3	cosmoss|V1.2-5_mapping_Phypa_220481
Pp1s196_72V6.1	cosmoss		2009-06-30 12:50:54	rabb14	cosmoss|V1.2-5_mapping_Phypa_193235
Pp1s196_72V6.2	cosmoss		2009-06-30 12:50:54	rabb14	cosmoss|V1.2-5_mapping_Phypa_193235
Pp1s196_72V6.3	cosmoss		2009-06-30 12:50:54	rabb14	cosmoss|V1.2-5_mapping_Phypa_193235
Pp1s196_72V6.4	cosmoss		2009-06-30 12:50:54	rabb14	cosmoss|V1.2-5_mapping_Phypa_193235
Pp1s196_87V6.1	cosmoss		2009-06-30 12:45:16	tirb2	cosmoss|V1.2-5_mapping_Phypa_193240
Pp1s197_19V6.1	cosmoss		2009-06-30 12:42:08	chr1524	cosmoss|V1.2-5_mapping_Phypa_107791
Pp1s197_20V6.1	cosmoss		2009-06-30 12:37:32	ykt6a1	cosmoss|V1.2-5_mapping_Phypa_220522
Pp1s197_4V6.1	cosmoss		2009-06-30 12:42:53	hfo1502	cosmoss|V1.2-5_mapping_Phypa_169022
Pp1s197_90V6.1	cosmoss		2009-06-30 12:46:55	hira1501	cosmoss|V1.2-5_mapping_Phypa_193337
Pp1s198_149V6.1	cosmoss		2009-06-30 12:44:26	pptim4	cosmoss|V1.2-5_mapping_Phypa_90569
Pp1s198_149V6.2	cosmoss		2009-06-30 12:44:26	pptim4	cosmoss|V1.2-5_mapping_Phypa_90569
Pp1s198_152V6.1	cosmoss		2009-06-30 12:42:53	abcg7	cosmoss|V1.2-5_mapping_Phypa_59855
Pp1s198_152V6.2	cosmoss		2009-06-30 12:42:53	abcg7	cosmoss|V1.2-5_mapping_Phypa_59855
Pp1s198_154V6.1	student	207	2010-08-13 14:15:08	act7	cosmoss|V1.2-5_mapping_Phypa_220700
Pp1s198_154V6.2	student	207	2010-08-13 14:15:08	act7	cosmoss|V1.2-5_mapping_Phypa_220700
Pp1s198_154V6.3	student	207	2010-08-13 14:15:08	act7	cosmoss|V1.2-5_mapping_Phypa_220700
Pp1s198_154V6.4	student	207	2010-08-13 14:15:08	act7	cosmoss|V1.2-5_mapping_Phypa_220700
Pp1s198_157V6.1	zimmer	207	2010-11-11 16:13:36	act3
Pp1s198_157V6.2	zimmer	207	2010-11-11 21:06:18	act3
Pp1s198_157V6.3	zimmer	207	2010-11-11 21:06:38	act3
Pp1s198_18V6.1	cosmoss		2009-06-30 12:36:44	cpd1501	cosmoss|V1.2-5_mapping_Phypa_143027
Pp1s198_83V6.1	cosmoss		2009-06-30 12:50:54	wrky31	cosmoss|V1.2-5_mapping_Phypa_49643
Pp1s199_21V6.1	oesterle	327	2012-09-19 21:36:55	myo8C
Pp1s19_109V6.1	oesterle	367	2012-09-30 20:23:30	shi2
Pp1s19_179V6.1	cosmoss		2009-06-30 12:46:28	ago1506	cosmoss|V1.2-5_mapping_Phypa_117253
Pp1s19_18V6.1	cosmoss		2009-06-30 12:36:15	brwd1501	cosmoss|V1.2-5_mapping_Phypa_176689
Pp1s19_258V6.1	cosmoss		2009-06-30 12:37:51	cslc2	cosmoss|V1.2-5_mapping_Phypa_176780
Pp1s19_291V6.1	cosmoss		2009-06-30 12:42:28	erl1b	cosmoss|V1.2-5_mapping_Phypa_55789
Pp1s1_162V6.1	cosmoss		2009-06-30 12:41:34	ham1502	cosmoss|V1.2-5_mapping_Phypa_111033
Pp1s1_162V6.2	cosmoss		2009-06-30 12:41:34	ham1502	cosmoss|V1.2-5_mapping_Phypa_111033
Pp1s1_164V6.1	cosmoss		2009-06-30 12:36:58	mscl11	cosmoss|V1.2-5_mapping_Phypa_22204
Pp1s1_207V6.1	zimmer	260	2011-09-07 16:34:47	aoc2
Pp1s1_338V6.1	cosmoss		2009-06-30 12:36:58	etr1	cosmoss|V1.2-5_mapping_Phypa_173828
Pp1s1_338V6.2	cosmoss		2009-06-30 12:36:58	etr1	cosmoss|V1.2-5_mapping_Phypa_173828
Pp1s1_338V6.3	cosmoss		2009-06-30 12:36:58	etr1	cosmoss|V1.2-5_mapping_Phypa_173828
Pp1s1_57V6.1	cosmoss		2009-06-30 12:40:00	cki2a	cosmoss|V1.2-5_mapping_Phypa_158426
Pp1s1_57V6.2	cosmoss		2009-06-30 12:40:00	cki2a	cosmoss|V1.2-5_mapping_Phypa_158426
Pp1s1_60V6.1	cosmoss		2009-06-30 12:36:09	abcb7	cosmoss|V1.2-5_mapping_Phypa_63650
Pp1s1_696V6.1	cosmoss		2009-06-30 12:45:31	arl5a2	cosmoss|V1.2-5_mapping_Phypa_110849
Pp1s1_792V6.1	cosmoss		2009-06-30 12:48:42	abcb15	cosmoss|V1.2-5_mapping_Phypa_110943
Pp1s1_89V6.1	cosmoss		2009-06-30 12:34:33	abci15	cosmoss|V1.2-5_mapping_Phypa_111022
Pp1s200_88V6.1	cosmoss		2009-06-30 12:50:54	hdma1504	cosmoss|V1.2-5_mapping_Phypa_169206
Pp1s200_88V6.2	cosmoss		2009-06-30 12:50:54	hdma1504	cosmoss|V1.2-5_mapping_Phypa_169206
Pp1s201_39V6.1	cosmoss		2009-06-30 12:40:32	arfa11	cosmoss|V1.2-5_mapping_Phypa_193626
Pp1s201_41V6.1	cosmoss		2009-06-30 12:43:42	arfa15	cosmoss|V1.2-5_mapping_Phypa_107867
Pp1s201_41V6.2	cosmoss		2009-06-30 12:43:42	arfa15	cosmoss|V1.2-5_mapping_Phypa_107867
Pp1s201_41V6.3	cosmoss		2009-06-30 12:43:42	arfa15	cosmoss|V1.2-5_mapping_Phypa_107867
Pp1s201_81V6.1	cosmoss		2009-06-30 12:50:01	htb1508.1	cosmoss|V1.2-5_mapping_Phypa_59905
Pp1s204_123V6.1	cosmoss		2009-06-30 12:39:02	plc5	cosmoss|V1.2-5_mapping_Phypa_221032
Pp1s204_69V6.1	student	132	2010-07-11 16:52:22	arpc4	cosmoss|V1.2-5_mapping_Phypa_450886
Pp1s205_14V6.1	cosmoss		2009-06-30 12:48:29	cpk9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.2	cosmoss		2009-06-30 12:48:29	cpk9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.3	cosmoss		2009-06-30 12:48:29	cpk9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.4	cosmoss		2009-06-30 12:48:29	cpk9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.5	cosmoss		2009-06-30 12:48:29	cpk9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.6	cosmoss		2009-06-30 12:48:29	cpk9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s205_14V6.7	cosmoss		2009-06-30 12:48:29	cpk9	cosmoss|V1.2-5_mapping_Phypa_193793
Pp1s206_126V6.1	student	126	2010-07-11 00:08:21	glp2	cosmoss|V1.2-5_mapping_Phypa_451007
Pp1s206_25V6.1	cosmoss		2009-06-30 12:42:09	nfc1502	cosmoss|V1.2-5_mapping_Phypa_91106
Pp1s206_25V6.2	cosmoss		2009-06-30 12:42:09	nfc1502	cosmoss|V1.2-5_mapping_Phypa_91106
Pp1s206_53V6.1	cosmoss		2009-06-30 12:44:27	mscl3	cosmoss|V1.2-5_mapping_Phypa_193835
Pp1s206_53V6.2	cosmoss		2009-06-30 12:44:27	mscl3	cosmoss|V1.2-5_mapping_Phypa_193835
Pp1s207_21V6.1	cosmoss		2009-06-30 12:46:56	cph1502	cosmoss|V1.2-5_mapping_Phypa_143787
Pp1s208_104V6.1	oesterle	259	2012-09-19 21:57:12	ppr_56
Pp1s208_96V6.1	cosmoss		2009-06-30 12:42:09	sdg1508	cosmoss|V1.2-5_mapping_Phypa_91273
Pp1s209_119V6.1	cosmoss		2009-06-30 12:46:07	abcb23	cosmoss|V1.2-5_mapping_Phypa_91386
Pp1s209_94V6.1	cosmoss		2009-06-30 12:48:30	raba21	cosmoss|V1.2-5_mapping_Phypa_221217
Pp1s209_99V6.1	cosmoss		2009-06-30 12:39:02	raba25	cosmoss|V1.2-5_mapping_Phypa_143917
Pp1s20_166V6.1	cosmoss		2009-06-30 12:35:25	erl1d	cosmoss|V1.2-5_mapping_Phypa_20340
Pp1s20_166V6.2	cosmoss		2009-06-30 12:35:25	erl1d	cosmoss|V1.2-5_mapping_Phypa_20340
Pp1s20_166V6.3	cosmoss		2009-06-30 12:35:25	erl1d	cosmoss|V1.2-5_mapping_Phypa_20340
Pp1s20_346V6.1	student	181	2010-08-13 12:04:07	4CL2	cosmoss|V1.2-5_mapping_Phypa_104959
Pp1s20_68V6.1	gustin		2010-05-08 02:47:10	mtp5	cosmoss|V1.2-5_mapping_Phypa_427436
Pp1s211_131V6.1	cosmoss		2009-06-30 12:45:17	tlp2b	cosmoss|V1.2-5_mapping_Phypa_194100
Pp1s211_131V6.2	cosmoss		2009-06-30 12:45:17	tlp2b	cosmoss|V1.2-5_mapping_Phypa_194100
Pp1s211_149V6.1	cosmoss		2009-06-30 12:37:34	arid1504	cosmoss|V1.2-5_mapping_Phypa_741
Pp1s211_67V6.1	cosmoss		2009-06-30 12:46:07	lax1	cosmoss|V1.2-5_mapping_Phypa_144031
Pp1s211_95V6.1	oesterle	300	2012-02-24 11:40:32	dhna
Pp1s212_3V6.1	cosmoss		2009-06-30 12:42:55	cll6	cosmoss|V1.2-5_mapping_Phypa_194115
Pp1s213_4V6.1	cosmoss		2009-06-30 12:41:23	cesa10	cosmoss|V1.2-5_mapping_Phypa_169568
Pp1s213_5V6.1	cosmoss		2009-06-30 12:41:23	cesa10	cosmoss|V1.2-5_mapping_Phypa_169568
Pp1s213_80V6.1	lang	69	2009-07-04 13:50:13	lhcsr1	cosmoss|V1.2-5_mapping_Phypa_169593
Pp1s213_89V6.1	cosmoss		2009-06-30 12:35:55	lax3	cosmoss|V1.2-5_mapping_Phypa_60053
Pp1s214_29V6.1	cosmoss		2009-06-30 12:47:46	brd1502	cosmoss|V1.2-5_mapping_Phypa_169613
Pp1s215_23V6.1	cosmoss		2009-06-30 12:46:08	chb1503	cosmoss|V1.2-5_mapping_Phypa_91783
Pp1s215_29V6.1	cosmoss		2009-06-30 12:39:48	rabb12.1	cosmoss|V1.2-5_mapping_Phypa_194346
Pp1s217_11V6.2	zimmer	293	2012-02-13 13:10:17	pdk1
